"county","subcounty","pop12_total","pop12_0_1","pop12_2_4","pop12_5_9","pop12_10_14","pop12_15_19","pop12_20_24","pop12_25_29","pop12_30_34","pop12_35_39","pop12_40_44","pop12_45_49","pop12_50_54","pop12_55_59","pop12_60_64","pop12_65_69","pop12_70_74","pop12_75_79","pop12_80p"
"Lamu","Lamu East",6888.30856183323,406.99272768634,653.199573462489,999.216980438054,898.743810876336,744.281804626499,673.8725259557,571.432951836033,449.742926850087,358.549665944333,263.502673375402,227.190592693097,170.686985905814,127.086748751422,105.99199034223,69.7529179627754,60.566724120983,39.0046411717848,68.4923198338504
"Lamu","Lamu West",88195.7926675379,5211.01020751417,8363.36723805094,12793.6681183086,11507.2404340997,9529.55622382714,8628.05738884058,7316.45246305824,5758.37066154968,4590.76008497295,3373.80750872954,2908.87875148305,2185.42387944215,1627.17979937427,1357.08897485207,893.09499354998,775.477781689929,499.403476917259,876.954681277708
"Mombasa","Likoni",159951.62021637,9450.67219700517,15167.7772797334,23202.5574252498,20869.4961061451,17282.7740625906,15647.8185287951,13269.0958412686,10443.3634447088,8325.78846911748,6118.72699362984,5275.53361946187,3963.47807308703,2951.04831445163,2461.21242000309,1619.71435263291,1406.4041364272,905.716620471009,1590.44233159128
"Kakamega","Likuyani",139563.172950745,8246.02962162707,13234.3962562322,20245.0124009955,18209.3378642672,15079.8021445683,13653.2484052487,11577.7327875136,9112.18615134862,7264.53070306468,5338.79527131515,4603.08066867005,3458.26803787586,2574.88899292604,2147.49068610096,1413.25529570457,1227.13495158922,790.268239710041,1387.71447198721
"Vihiga","Luanda",108780.739501953,6427.26287479991,10315.381781431,15779.7173397866,14193.0367219078,11753.7599220978,10641.8507599493,9024.11651837563,7102.37756182991,5662.24603028274,4161.2560490306,3587.81266245495,2695.50302276999,2006.96446536642,1673.83429287656,1101.54385946822,956.474725246318,615.964524903029,1081.63638937621
"Kakamega","Lugari",183977.187866211,10870.2124548561,17446.0565409187,26687.7025729863,24004.2032747129,19878.7368721952,17998.2024894418,15262.1832470441,12012.0111057535,9576.36532374678,7037.79170280567,6067.94628581647,4558.81315281177,3394.31116368628,2830.89936295136,1863.00389668355,1617.65337339672,1041.75998100262,1829.33506540121
"Kwale","Lunga Lunga",158155.872037649,9344.57119369865,14997.491362101,22942.0664706618,20635.1980129296,17088.7434550597,15472.1432740773,13120.1260799245,10326.1176746429,8232.31633385803,6050.03314207623,5216.30614882972,3918.98081496912,2917.91742381841,2433.58082918402,1601.53010982966,1390.6146891986,895.548302266741,1572.58672052305
"Kakamega","Lurambi",181815.768981934,10742.5059563031,17241.0950644387,26374.1674820968,23722.1947340795,19645.1955415038,17786.7542376509,15082.8785654797,11870.8904160461,9463.85932725045,6955.10962647611,5996.65824275495,4505.25485597802,3354.43378359696,2797.64111276536,1841.11677116284,1598.64869901276,1029.5210739841,1807.84349135398
"Machakos","Machakos Town",210571.821135283,12441.5448420215,19967.9533101781,30545.5159842814,27474.1062035014,22752.2872460212,20599.9141487008,17468.3924572624,13748.3950231653,10960.66696891,8055.1324477699,6945.09202349928,5217.80770179584,3884.97232470478,3240.11711028474,2132.30850985755,1851.49159388984,1192.35052415903,2093.77271527973
"Kilifi","Magarini",201408.166118547,11900.1142546198,19098.9888184516,29216.237597083,26278.4892886422,21762.1542356301,19703.4480137007,16708.203742019,13150.0929885111,10483.6811580123,7704.5895571423,6642.85582199943,4990.73938151852,3715.90627426544,3099.11383998773,2039.51480427891,1770.91846619726,1140.46186781598,2002.65600867181
"Makueni","Makueni",263101.467942238,15545.2362702512,24949.1969029167,38165.4584701265,34327.8489665443,28428.1160755398,25738.8078936033,21826.0908478546,17178.0957819644,13694.9357876975,10064.5811013614,8677.62788261518,6519.45193037406,4854.12490633357,4048.40288422541,2664.23824434145,2313.36820667079,1489.79655262796,2616.08923718995
"Kakamega","Malava",231735.582893372,13691.9965383573,21974.8552991283,33615.5280095557,30235.4226753468,25039.0319022164,22670.332084632,19224.0732234215,15130.1931918739,12062.28134062,8864.72274876716,7643.11644187058,5742.2294335592,4275.43591225193,3565.76878685128,2346.61861580652,2037.57787447064,1312.18907752948,2304.20973711323
"Kilifi","Malindi",167039.476994067,9869.45514459097,15839.8994679883,24230.7208391871,21794.2757315279,18048.6170538103,16341.2125467204,13857.082701078,10906.1350269747,8694.72500224343,6389.86310674961,5509.30572298973,4139.1097102382,3081.81665408209,2570.27490470235,1691.48795102918,1468.72542505855,945.851191651934,1660.91881344408
"Embu","Manyatta",161156.414163113,9521.85692548871,15282.0246141927,23377.3246498461,21026.6901536093,17412.9520598211,15765.6816490169,13369.0418519854,10522.0253616359,8388.50030370776,6164.8147121145,5315.27020332372,3993.33194005033,2973.27631777531,2479.75086194733,1631.91442941154,1416.99750952307,912.538695172921,1602.42192449038
"Machakos","Masinga",136115.434423804,8042.32148416007,12907.4565851951,19744.8839805995,17759.4983086211,14707.2739644385,13315.9615010503,11291.7189735383,8887.08066976323,7085.06930321573,5206.90682427576,4489.36715651314,3372.83573006439,2511.27949053503,2094.43953931075,1378.34254165646,1196.82007438416,770.745623542323,1353.43267294018
"Busia","Matayos",126140.425628662,7452.95241020128,11961.5536205147,18297.9107391058,16458.0209811181,13629.4741706909,12340.1218863069,10464.2228372616,8235.80472725688,6565.85097273808,4825.32672215508,4160.37083761363,3125.66268745992,2327.24426255969,1940.95178155604,1277.33284327844,1109.11296887683,714.262724257631,1254.24845571044
"Kwale","Matuga",172968.652050626,10219.7778845695,16402.1470187714,25090.8060608815,22567.8777468631,18689.264474208,16921.2545318219,14348.9488789805,11293.2553947409,9003.34993052175,6616.67546050663,5704.8621187564,4286.0301058952,3191.20774391962,2661.50848689324,1751.52841779901,1520.85879084669,979.424795890161,1719.87420876055
"Kakamega","Matungu",165796.366493225,9796.00649910542,15722.0186788762,24050.395421147,21632.0823775516,17914.2989525505,16219.6009775341,13753.9580665501,10824.9713929668,8630.01871755717,6342.30964172514,5468.3053803172,4108.30638854727,3058.8817244876,2551.1468771152,1678.89987022451,1457.79514659025,938.812151721163,1648.55822865781
"Machakos","Matungulu",139324.695338249,8231.93927518997,13211.7820725957,20210.4188752088,18178.222783353,15054.0346363043,13629.9185108815,11557.9494161921,9096.61576589487,7252.11748615837,5329.67264159135,4595.21518621661,3452.35874613645,2570.4891690578,2143.8211761518,1410.84040543201,1225.03809317537,788.917874287323,1385.34322442162
"Machakos","Mavoko",165607.637753487,9784.85554326636,15704.1220455895,24023.0184591903,21607.4582212364,17893.9068104541,16201.1379381063,13738.3017091328,10812.6491494104,8620.19502484949,6335.09008600731,5462.08071807183,4103.62983559519,3055.39974894688,2548.24286452923,1676.98875079918,1456.13571432022,937.743486357786,1646.68164762374
"Makueni","Mbooni",210826.971881866,12456.6203133642,19992.1485617904,30582.5281123341,27507.3966916196,22779.8562865794,20624.8751498749,17489.5589806512,13765.0540102775,10973.948054409,8064.89288507244,6953.50742022866,5224.13014096867,3889.67976173865,3244.04317358822,2134.89223689805,1853.73505391183,1193.79530022065,2096.30974833856
"Nandi","Mosop",155019.789802551,9159.27713324043,14700.1052099098,22487.1468640224,20226.0214387542,16749.8897401827,15165.3452207671,12859.9663160702,10121.360470375,8069.07724146332,5930.06667346416,5112.8717025748,3841.27111026344,2860.05786490085,2385.32520953644,1569.77327360409,1363.04010744912,877.790421479727,1541.40380449317
"Kwale","Msambweni",132986.893798828,7857.47301646924,12610.7855833882,19291.0583587644,17351.3057169954,14369.2351206059,13009.9012317428,11032.1848385295,8682.81586298001,6922.2227660856,5087.22884948055,4386.18144808089,3295.3129006546,2453.55907153871,2046.29996415509,1346.66207386117,1169.31180363332,753.030446678053,1322.32474518469
"Bungoma","Mt. Elgon",189324.789778158,11186.1731974952,17953.155091539,27463.4248837793,24701.9252304369,20456.5453088702,18521.3500772511,15705.8039005554,12361.1601187397,9854.71825493742,7242.3567839568,6244.32120238069,4691.32261344074,3492.97244381124,2913.18414521935,1917.15519291444,1664.67314999389,1072.0404615927,1882.50772124398
"Kisumu","Muhoroni",165652.35599041,9787.49770092513,15708.3625544201,24029.5052797599,21613.292779649,17898.7386163725,16205.5126537569,13742.011396917,10815.568837252,8622.52269480887,6336.80072002901,5463.55561755688,4104.73791909738,3056.22478390131,2548.93095434018,1677.44158003636,1456.52890767017,937.996700738262,1647.12629317907
"Kakamega","Mumias East",123965.603210449,7324.45396965141,11755.3211233521,17982.4313336453,16174.2636304451,13394.4845880322,12127.3623876128,10283.8062396306,8093.80891058197,6452.647296605,4742.13191225775,4088.64071841807,3071.77226136867,2287.11959221989,1907.48728810629,1255.30998986537,1089.9904414474,701.947920518326,1232.62360669084
"Kakamega","Mumias West",122787.350372314,7254.83741107362,11643.590610064,17811.5141581811,16020.5325023437,13267.1743578354,12012.0957428158,10186.0619978823,8016.87988290623,6391.31697759867,4697.05948700651,4049.77951494043,3042.57606265444,2265.381262547,1889.3572403131,1243.3786756944,1079.63043594656,695.276133279331,1220.90791923139
"Mombasa","Mvita",136521.821411133,8066.33268327878,12945.9931583467,19803.8344144721,17812.5211641457,14751.1840822259,13355.7177087185,11325.4315916175,8913.61398653824,7106.22252497445,5222.45259383949,4502.77063571058,3382.90568691314,2518.77718035117,2100.69270948301,1382.4577287062,1200.39330696034,773.046765901926,1357.47348894931
"Machakos","Mwala",184059.847225189,10875.0963472772,17453.8949032021,26699.6931268852,24014.9881555912,19887.668216707,18006.2889261234,15269.0404139485,12017.4079984311,9580.66790184454,7040.95372173596,6070.67256159074,4560.86138812443,3395.83619832898,2832.17126154589,1863.84092821805,1618.38017106357,1042.22803475014,1830.15696982108
"Taita Taveta","Mwatate",77945.9741943041,4605.40412275988,7391.40481873063,11306.8310271814,10169.9076429314,8422.0632417877,7625.33357019282,6466.15895872883,5089.15218527871,4057.23738392397,2981.71494419569,2570.81864383437,1931.44126446876,1438.0744343398,1199.37265728695,789.302496352883,685.354361377688,441.364484030156,775.037956902515
"Kirinyaga","Mwea",181660.770959854,10733.3479653063,17226.3970234027,26351.6834928553,23701.9715527583,19628.4480037662,17771.5910219326,15070.0204049471,11860.7704768069,9455.79138306067,6949.18039249663,5991.54608899667,4501.41412425517,3351.5741273385,2795.25612250079,1839.54721831522,1597.28585030203,1028.64340682107,1806.30230399185
"Kitui","Mwingi East",132642.62670505,7837.1321443536,12578.1396708547,19241.1190270952,17306.3878801935,14332.0370578985,12976.2221167605,11003.6254962974,8660.33840149813,6904.30300387377,5074.05939013485,4374.82681081718,3286.78222696946,2447.20747081444,2041.00264709223,1343.17593003732,1166.2847716841,751.081054553771,1318.9016041213
"Kitui","Mwingi North",156313.423467159,9235.71091797285,14822.776973283,22674.8011644271,20394.8067420215,16889.6668697606,15291.8993925795,12967.2821973095,10205.8228003316,8136.41335367954,5979.55283192131,5155.53840316637,3873.3263570771,2883.92492820597,2405.23064868086,1582.87296594094,1374.41462015781,885.115545847028,1554.26675479639
"Kitui","Mwingi West",137051.957445145,8097.65554121852,12996.264517155,19880.7358660217,17881.6900283471,14808.4652856665,13407.5800933856,11369.4100510711,8948.22697308276,7133.81712184737,5242.73221124642,4520.25561314648,3396.04204991914,2528.55799437159,2108.85003473821,1387.82603283451,1205.05462586474,776.048629943476,1362.74477528485
"Busia","Nambale",106423.231903076,6287.97055948109,10091.8257452579,15437.7376501191,13885.4437410526,11499.0312039572,10411.2194538232,8828.54491845247,6948.45409018623,5539.53324027764,4071.07287137086,3510.05721003009,2637.08579847026,1963.46932091861,1637.55878047625,1077.6710853808,935.745904655229,602.615277097341,1058.19505206915
"Nandi","Nandi Hills",123777.360157371,7313.33171039829,11737.4705464109,17955.1248253208,16149.7028435152,13374.1449243839,12108.9468621565,10268.190173289,8081.51837787854,6442.84888481906,4734.93093580829,4082.43207511831,3067.10774335831,2283.64657741865,1904.59074889282,1253.40378863752,1088.33527966695,700.88200532703,1230.75185497092
"Narok","Narok East",99033.5727143288,5851.35574716492,9391.08445488248,14365.7948248573,12921.2868074956,10700.5784593967,9688.30057486005,8215.52145625085,6465.9775980055,5154.88731308319,3788.39172634246,3266.33104186833,2453.97572979721,1827.13283827576,1523.85239256763,1002.8413522847,870.770962633494,560.771767554824,984.717667007861
"Narok","Narok North",204481.474667639,12081.6993590309,19390.4223126636,29662.051262486,26679.4755413072,22094.2252531461,20004.1050148248,16963.1559934093,13350.7516508771,10643.6527597095,7822.15470561435,6744.21986289994,5066.89360258661,3772.6076818618,3146.40354647082,2070.63597679533,1797.94109872898,1157.86429630644,2033.2147489203
"Narok","Narok South",207216.579764903,12243.3018589846,19649.7848930228,30058.8051871885,27036.3351035926,22389.7533845242,20271.6760976389,17190.0519237065,13529.3287515752,10786.0202233827,7926.78235093864,6834.42925792738,5134.66740235138,3823.06936068825,3188.48923854629,2098.33240760363,1821.99001500223,1173.35166768771,2060.4106405415
"Narok","Narok West",165925.85141623,9803.65705969442,15734.2973820901,24069.178484161,21648.9767678229,17928.2897996941,16232.2682864032,13764.6997386321,10833.425562482,8636.75865602995,6347.26290754756,5472.57605956135,4111.51492530626,3061.27067349146,2553.13929144818,1680.21107037338,1458.93366666946,939.545352464659,1649.84573235782
"Kakamega","Navakholo",158062.441665649,9339.05090063865,14988.6316139363,22928.5134752707,20623.0077970255,17078.6483024899,15463.003125924,13112.3753828145,10320.0175342989,8227.45310388379,6046.4590930081,5213.22462287895,3916.6656822416,2916.19366796376,2432.14319453136,1600.58400803778,1389.7931854122,895.019258292928,1571.65771700009
"Homa Bay","Ndhiwa",185354.059772491,10951.5643350428,17576.6215604473,26887.4313999244,24183.8489878848,20027.5078945654,18132.8997291304,15376.4043175207,12101.908124081,9648.03414601473,7090.46202454627,6113.35835492491,4592.93097920583,3419.71394180598,2852.08560809164,1876.94648248119,1629.75977370516,1049.55643700657,1843.0256761119
"Kirinyaga","Ndia",144648.799991608,8546.51169248328,13716.6524420668,20982.7326772854,18872.8789624007,15629.3041939688,14150.767398385,11999.6208091971,9444.23062492211,7529.24733999385,5533.33886776243,4770.81511483461,3584.28596277773,2668.71693344059,2225.74440069006,1464.75376192255,1271.85126579048,819.065303035786,1438.28224065084
"Nyamira","North Mugirango",134843.552246094,7967.1728766093,12786.847456188,19560.3849475385,17593.5510045595,14569.8470832237,13191.5352434113,11186.2075289402,8804.03851099857,7018.86539759146,5158.25273872825,4447.41786472462,3341.31946835923,2487.81373412922,2074.868795305,1365.4631108929,1185.6368156378,763.543665687351,1340.78600356922
"Kisumu","Nyakach",145956.146286726,8623.75568204973,13840.6245369103,21172.3761297626,19043.4534047129,15770.5629734018,14278.6630555382,12108.0742482068,9529.58826299756,7597.29722091605,5583.34958384733,4813.93408620136,3616.68099802416,2692.83698971382,2245.86083923839,1477.99231214917,1283.3463493333,826.468074365003,1451.28153935749
"Mombasa","Nyali",177121.828857422,10465.1665372392,16795.9814839905,25693.2652496446,23109.758517313,19138.0152670837,17327.5533670749,14693.4836890722,11564.4194803865,9219.53074520467,6775.54946880167,5841.84243719383,4388.94263147713,3267.83232201852,2725.4143749707,1793.58463500951,1557.37636430102,1002.94191473261,1761.17037190773
"Kisumu","Nyando",159003.201240182,9394.63527260736,15077.8412867173,23064.9799144473,20745.7522759559,17180.29738333,15555.0361736769,13190.4179118066,10381.4404454119,8276.4214432308,6082.44654343482,5244.25280975549,3939.9769806246,2933.55033464194,2446.61887877854,1610.11039972538,1398.06498756848,900.34625392679,1581.01194454191
"Kisii","Nyaribari Chache",176909.331726074,10452.6112362772,16775.8309587472,25662.440448457,23082.0332085651,19115.0549500512,17306.765102819,14675.8555787847,11550.5453803891,9208.46986214825,6767.42068628675,5834.83384447718,4383.67711606971,3263.91182843151,2722.14463266873,1791.43283027585,1555.50794406181,1001.73866225286,1759.05745531095
"Kisii","Nyaribari Masaba",131891.650497437,7792.76104041417,12506.9266387889,19132.182533932,17208.405158797,14250.8940716318,12902.7552809743,10941.3268133591,8611.30659135564,6865.21325260105,5045.33183872349,4350.05806996091,3268.17361438862,2433.35223715896,2029.44720322237,1335.57133722162,1159.68167480195,746.828696047534,1311.43444405759
"Migori","Nyatike",156406.982813358,9241.23883141754,14831.6489517204,22688.3728687957,20407.0137856798,16899.7759579938,15301.0521580783,12975.0435937235,10211.9313614996,8141.28329700807,5983.13181471823,5158.62418295165,3875.64468568603,2885.65106358695,2406.67026788922,1583.82037376123,1375.23725797365,885.645320129641,1555.19704074479
"Kilifi","Rabai",122464.127281189,7235.73991473946,11612.9402430891,17764.6274662999,15978.3603565878,13232.2500998119,11980.4753299223,10159.2484015683,7995.77640042963,6374.49259606755,4684.69503674363,4039.11895219333,3034.56684316259,2259.41791589902,1884.38373216587,1240.10562926267,1076.78843727388,693.445901579547,1217.69402439258
"Homa Bay","Rangwe",107254.873005867,6337.10771381189,10170.6880100273,15558.3753805691,13993.9511180516,11588.8900329035,10492.5776109957,8897.53531369538,7002.75257294155,5582.82175398381,4102.88614627096,3537.48644513984,2657.69322508545,1978.81279209633,1650.35543366679,1086.09251323885,943.058262513224,607.3243958174,1066.46428505836
"Siaya","Rarieda",155266.388411283,9173.8473052225,14723.4894855406,22522.9184202739,20258.1960969274,16776.534722166,15189.4695795806,12880.4233803322,10137.4610818753,8081.91317179215,5939.49996061561,5121.00503219734,3847.38163404082,2864.60751815013,2389.1196791251,1572.270399331,1365.20837122093,879.186771564905,1543.85580132639
"Migori","Rongo",112014.001358032,6618.29875107018,10621.9832128746,16248.7338072976,14614.8926907584,12103.113895932,10958.1557446163,9292.33800553653,7313.47969777121,5830.54350824867,4284.93998902135,3694.45229260808,2775.62076370805,2066.61695239753,1723.58523773438,1134.28476341798,984.903776745707,634.272679565197,1113.78558872831
"Embu","Runyenjes",154134.485968938,9106.96933970317,14616.154254271,22358.7248260936,20110.5124812123,16654.2326526685,15078.7373220007,12786.5242252619,10063.5583069402,8022.99547974318,5896.20060535579,5083.6725601632,3819.33396246964,2843.72433615993,2371.70283554725,1560.80844208938,1355.25591012806,872.777440709758,1532.60098842045
"Vihiga","Sabatia",136533.916320801,8067.04730577757,12947.1400857477,19805.5889002081,17814.099233001,14752.4909373288,13356.9009349425,11326.4349482285,8914.40367242778,7106.85208820934,5222.9152678041,4503.16955072308,3383.20538946821,2519.00032696726,2100.87881664375,1382.58020510723,1200.49965368545,773.115252614937,1357.59375191574
"Trans Nzoia","Saboti",219464.361584187,12966.956742617,20811.2087445247,31835.4665339723,28634.3497697817,23713.1263248186,21469.857566693,18206.0903394674,14328.995780626,11423.5407468092,8395.3042272933,7238.38630859096,5438.15801169325,4049.03641150447,3376.94867828396,2222.35683432575,1929.68089671633,1242.70401024368,2182.19365622545
"Kisumu","Seme",110849.666540623,6549.50453271836,10511.5725076526,16079.8355777791,14462.9774997444,11977.307508005,10844.250678166,9195.74836010108,7237.45938829837,5769.93764890281,4240.3999783152,3656.05013409764,2746.76944283809,2045.13540506638,1705.66934973166,1122.49438697492,974.666148010373,627.679702298109,1102.20829192289
"Kakamega","Shinyalu",184136.661126328,10879.6348633538,17461.1789566108,26710.8357395691,24025.0103573579,19895.9679594445,18013.8035107452,15275.4126595986,12022.423236702,9584.66621265568,7043.89213079834,6073.20604213537,4562.76477748967,3397.25338643358,2833.35321473434,1864.61876702949,1619.05557146371,1042.66298893723,1830.92075126862
"Embu","Siakago",103437.376873016,6111.55260836121,9808.6852304931,15004.6099787349,13495.867881558,11176.4095399917,10119.1178946113,8580.84754278096,6753.50533486917,5384.11376189972,3956.85313576093,3411.57756616895,2563.09860831207,1908.3813984472,1591.61474143262,1047.43549138977,909.492223327289,585.708049003095,1028.50588587391
"Kericho","Sigowet/Soin",122339.627113342,7228.38387624981,11601.1342306546,17746.5674911023,15962.1163462765,13218.7978555098,11968.2956719067,10148.9202494859,7987.64768938566,6368.01212365682,4679.93245580393,4035.01268043305,3031.48182480086,2257.1209337867,1882.46801940858,1238.84490612343,1075.69374657423,692.740926718286,1216.45608546476
"Bungoma","Sirisia",114374.797851562,6757.78538930498,10845.8511259861,16591.1905835175,14922.914786205,12358.1979791707,11189.1087981971,9488.18244207307,7467.61790385863,5953.42749152547,4375.24897877643,3772.31621954723,2834.11948428662,2110.17277573694,1759.9113571142,1158.19084176244,1005.66151554993,647.64055054298,1137.2596284067
"Bomet","Sotik",204442.182762146,12079.3778138143,19386.6963680898,29656.351584719,26674.34897699,22089.9797623895,20000.2611487484,16959.8964574379,13348.1862523588,10641.6075407036,7820.65164836213,6742.92393499298,5065.91997940192,3771.88276071802,3145.79895287136,2070.23809609125,1797.59561739944,1157.64180820781,2032.82405884976
"Kisii","South Mugirango",179806.028839111,10623.7613304888,17050.5168706371,26082.6348861118,23459.9762956025,19428.0431002472,17590.1444815109,14916.1566871074,11739.6729472106,9359.24850002404,6878.22980965751,5930.37287674552,4455.45504164724,3317.35482026455,2766.71677830846,1820.76558653596,1580.97768795213,1018.14103889774,1787.86010016156
"Homa Bay","Suba North",122442.101830482,7234.43855052482,11610.8516294799,17761.4324578082,15975.4866122822,13229.8702496567,11978.320614295,10157.4212377297,7994.33834193134,6373.34612913414,4683.85248372913,4038.39250750005,3034.02106944171,2259.01155446863,1884.04482148298,1239.88259345607,1076.59477443421,693.321183763299,1217.47501936387
"Homa Bay","Suba South",112714.920785904,6659.71227186084,10688.4494966085,16350.4090716911,14706.3443137611,12178.8482466788,11026.7256034011,9350.48413155176,7359.24326253424,5867.02770817402,4311.75268787291,3717.57005785029,2792.98900780344,2079.54865695539,1734.37044640539,1141.38246743515,991.066740155067,638.241594506952,1120.75502065788
"Migori","Suna East",106067.770996094,6266.96830576091,10058.1183538513,15386.1745456283,13839.0654048775,11460.6236496283,10376.4452654842,8799.05697180843,6925.24577609115,5521.03081862933,4057.4752082538,3498.33337776974,2628.27775070709,1956.91119847519,1632.08922163148,1074.07158990798,932.620449037828,600.602500665656,1054.66060788581
"Migori","Suna West",87394.6256713867,5163.67360257423,8287.39474996326,12677.4509570803,11402.7091296719,9442.99012238875,8549.68046618062,7249.99010623803,5706.06185649103,4549.05780693806,3343.15997843804,2882.45461512681,2165.57157774098,1612.39856420836,1344.76123375913,884.98215492561,768.433373037914,494.866916029627,868.988460594047
"Wajir","Tarbaj",131646.836767435,7778.29632721873,12483.7116183554,19096.6698919145,17176.4633805387,14224.441945812,12878.8055340743,10921.0178171622,8595.3225159508,6852.47022863184,5035.96682962794,4341.98360931222,3262.10731853278,2428.835514263,2025.68019797382,1333.09228567048,1157.52910490573,745.442452732947,1309.00019475756
"Taita Taveta","Taveta",79131.6152321487,4675.45720991729,7503.83593491071,11478.8199337589,10324.6027375426,8550.1717670323,7741.32299109014,6564.51610286541,5166.56359415612,4118.95227288881,3027.06999476161,2609.92352534355,1960.82053708689,1459.94907356848,1217.61638901072,801.308625477863,695.779328987812,448.078106514478,786.827107235028
"Busia","Teso North",128154.972610474,7571.98104601514,12152.5876337892,18590.1406144151,16720.866586156,13847.1459909453,12537.201888038,10631.3434762538,8367.33603828108,6670.71200514886,4902.39041792055,4226.81474306553,3175.58161156219,2364.41191029604,1971.95007995157,1297.73270328661,1126.82624495628,725.669977786408,1274.27964260632
"Busia","Teso South",159713.259048462,9436.58873064612,15145.1741382205,23167.9807908972,20838.3962181991,17257.0191361655,15624.500026021,13249.3221298331,10427.8006620111,8313.38131337521,6109.60881833196,5267.67197759058,3957.57166675491,2946.65063894303,2457.54470181362,1617.30064151046,1404.30830187387,904.366914408906,1588.0722418658
"Nandi","Tinderet",117624.751896858,6949.80751634486,11154.0354323516,17062.6284174288,15346.9486484547,12709.3555442061,11507.0467538047,9757.78866205644,7679.80988558233,6122.59382994007,4499.57145527345,3879.50639245371,2914.65084482956,2170.1332274938,1809.91914853201,1191.10077543765,1034.2373362032,666.0432237426,1169.57480272237
"Bungoma","Tongaren",210507.534545898,12437.7464967336,19961.8571876847,30536.1905815136,27465.7184877344,22745.341079436,20593.6250915273,17463.0594389741,13744.1977026464,10957.3207286913,8052.67325361315,6942.97171947783,5216.21472957664,3883.78626087504,3239.12791772752,2131.65752607028,1850.92634218995,1191.98650513627,2093.1334962898
"Siaya","Ugenya",130600.556945801,7716.47733715644,12384.4957474229,18944.8967019243,17039.9512737279,14111.3914012843,12776.4496044681,10834.2216521014,8527.01010731494,6798.00935813458,4995.94284875884,4307.47514752279,3236.1813096199,2409.53203799999,2009.58084938129,1322.49736677139,1148.32949650529,739.5179549202,1298.5967507864
"Siaya","Ugunja",98471.6859893799,5818.15691340408,9337.80226437428,14284.2876229642,12847.9753099155,10639.8665935029,9633.33206942168,8168.90905685659,6429.29158460056,5125.64003187903,3766.89753036835,3247.79886130156,2440.05260910058,1816.76623573475,1515.20651211823,997.151531876991,865.830469920118,557.590117097518,979.130674942953
"Migori","Uriri",125159.207473755,7394.97756053591,11868.5073705528,18155.5753844834,16329.9977173624,13523.4535398625,12244.1308384865,10382.8239885282,8171.74024453155,6514.77668672108,4787.79158494955,4128.0082434915,3101.34885658638,2309.14115001709,1925.85355181431,1267.39675681419,1100.48542718684,708.706634297398,1244.49193753339
"Vihiga","Vihiga",104438.746765137,6170.71811469109,9903.64241490783,15149.8685412579,13626.5204190951,11284.6075662149,10217.0803555787,8663.91811782822,6818.88553990781,5436.2369844708,3995.15914967465,3444.6048060572,2587.91178372787,1926.8563030983,1607.02305059618,1057.57563991949,918.296952885311,591.378246987376,1038.46277823834
"Taita Taveta","Voi",100642.16693275,5946.39883979338,9543.62307128083,14599.1372547518,13131.1662118573,10874.3870797642,9845.66684837622,8348.96549904996,6571.00394306724,5238.61772592367,3849.92626317764,3319.38578972192,2493.8354567858,1856.81080746724,1548.60420229465,1019.13042231484,884.914824130865,569.880337491452,1000.71235550098
"Wajir","Wajir East",156933.994977474,9272.37711685758,14881.6240824393,22764.8211722588,20475.7750666974,16956.7196272628,15352.6089394063,13018.7629065114,10246.3403881928,8168.71529046426,6003.29193282261,5176.00612872937,3888.70364159969,2895.3742433616,2414.77952543885,1589.15704471884,1379.87110967555,888.629495442054,1560.43726559491
"Wajir","Wajir North",214854.127260864,12694.563044559,20374.0327576297,31166.7066521652,28032.8349671879,23214.9904630011,21018.8455046145,17823.6394396007,14027.9900606551,11183.5692121844,8218.946118742,7086.33129262184,5323.91995253783,3963.97929104102,3306.00994093115,2175.67232627022,1889.14456070767,1216.59883015703,2136.35284625773
"Wajir","Wajir South",179800.833257092,10623.4543517757,17050.0241877196,26081.8812157833,23459.2984082602,19427.4817175614,17589.6362057931,14915.725677558,11739.3337236926,9358.97806001971,6878.03105988615,5930.20151575788,4455.32629912259,3317.2589636953,2766.6368326913,1820.71297463522,1580.93200483849,1018.11161922084,1787.80843908074
"Wajir","Wajir West",111955.771399021,6614.85825916448,10616.4614241732,16240.2869784002,14607.2952065866,12096.8221483154,10952.4591981836,9287.50742672836,7309.67781927507,5827.51252725182,4282.71248284444,3692.53174872108,2774.1778701292,2065.54263116117,1722.68923994367,1133.69511074528,984.391779086,633.942955854901,1113.20659245648
"Bungoma","Webuye East",118617.249389648,7008.44880080338,11248.1512712594,17206.5999510696,15476.4435703137,12816.5949075985,11604.1412417283,9840.12321006686,7744.61080489247,6174.25522711705,4537.53806787811,3912.24100235239,2939.24416901687,2188.44443965429,1825.19093604359,1201.15107959743,1042.96405355289,671.663182288689,1179.44347441445
"Bungoma","Webuye West",135962.619033813,8033.29245303486,12892.9655172262,19722.7166036331,17739.559903608,14690.7622601186,13301.0118088386,11279.0418774697,8877.10323624013,7077.11496921043,5201.06108385428,4484.32699045307,3369.04908228527,2508.46010303245,2092.08813370883,1376.79509074513,1195.47641686883,769.880315404829,1351.91318808075
